,sqft,beds,baths,lot_size,year_built,address,Bronx,Brooklyn,Manhattan,New York,Queens,Staten Island,Condo,Land,Multi-Family Home,Single Family Home,sale_price
186,2084.0,3.0,2.5,3125.0,2002.0,47 Fox Hill Ter,0,0,0,0,0,1,0,0,0,1,799000.0
187,1500.0,3.0,3.0,2700.0,1980.0,330 Green Valley Rd,0,0,0,0,0,1,0,0,0,1,660000.0
188,1600.0,3.0,2.5,3750.0,1995.0,14 Wolcott Ave,0,0,0,0,0,1,0,0,0,1,660000.0
189,2916.0,3.0,2.5,4200.0,1975.0,15 Elwood Ave,0,0,0,0,0,1,0,0,0,1,890000.0
190,2800.0,3.0,2.5,4400.0,1975.0,1 Villanova St,0,0,0,0,0,1,0,0,0,1,940000.0
191,2200.0,4.0,3.0,5000.0,1950.0,196 Lindenwood Rd,0,0,0,0,0,1,0,0,0,1,788000.0
192,1600.0,3.0,2.5,2825.0,2000.0,34 Amy Ln,0,0,0,0,0,1,0,0,0,1,649000.0
193,2270.0,4.0,3.5,3450.0,2005.0,125 Arbutus Ave,0,0,0,0,0,1,0,0,0,1,875000.0
194,2012.0,5.0,2.0,12632.4116,1915.0,22 Meadow Ave,0,0,0,0,0,1,0,0,0,1,850000.0
195,1536.0,3.0,1.5,3000.0,1980.0,382 Jefferson Ave,0,0,0,0,0,1,0,0,0,1,580000.0
196,1583.0,3.0,1.5,3690.0,1925.0,272 Van Pelt Ave,0,0,0,0,0,1,0,0,0,1,470000.0
197,1060.0,3.0,1.5,1373.0,1991.0,34 Houston Ln,0,0,0,0,0,1,1,0,0,0,461000.0
198,1584.0,2.0,2.5,1600.0,1940.0,2182 E 28th St,0,1,0,0,0,0,0,0,0,1,770000.0
199,1660.0,3.0,2.5,2000.0,2004.0,327 Colony Ave,0,0,0,0,0,1,0,0,0,1,599000.0
200,1200.0,3.0,2.5,2500.0,1965.0,38 Ainsworth Ave,0,0,0,0,0,1,0,0,0,1,625000.0
201,2760.0,5.0,4.5,3000.0,1960.0,2024 E 54th St,0,1,0,0,0,0,0,0,1,0,995000.0
202,1510.0,3.0,2.5,3264.0,1925.0,22 Josephine St,0,0,0,0,0,1,0,0,0,1,690000.0
203,1680.0,3.0,2.5,3500.0,2003.0,7 Hank Pl,0,0,0,0,0,1,0,0,0,1,730000.0
204,1810.0,3.0,3.5,2614.0,1940.0,140-38 69 Ave,0,0,0,0,1,0,0,0,1,0,1300000.0
205,2400.0,3.0,3.0,3920.0,1950.0,70-12 171 St,0,0,0,0,1,0,0,0,0,1,960000.0
206,1833.0,4.0,2.5,4356.0,1960.0,216-28 28th Rd,0,0,0,1,0,0,0,0,0,1,1130000.0
207,4080.0,0.0,2.0,3414.0,1930.0,1531 E 7th St,0,1,0,0,0,0,0,0,1,0,2160000.0
208,2236.0,5.0,2.0,3920.0,1950.0,159-43 98th St,0,0,0,1,0,0,0,0,1,0,900000.0
209,2736.0,4.0,2.5,4485.0,2001.0,454 Main St,0,0,0,0,0,1,0,0,0,1,990000.0
210,1550.0,3.0,2.5,2500.0,1997.0,332 Mason Blvd,0,0,0,0,0,1,0,0,0,1,675000.0
211,1316.0,3.0,2.0,2040.0,1920.0,1737 W 2nd St,0,1,0,0,0,0,0,0,0,1,929000.0
212,1440.0,3.0,1.5,3588.0,1996.0,70 Salamander Ct,0,0,0,0,0,1,0,0,0,1,540000.0
213,2546.0,4.0,2.5,4800.0,1985.0,99 Ramapo Ave,0,0,0,0,0,1,0,0,0,1,820000.0
214,2012.0,3.0,3.5,1868.0,1983.0,8 Green Valley Rd,0,0,0,0,0,1,0,0,0,1,660000.0
215,1950.0,3.0,2.0,2441.0,1925.0,293 Bay 8 St,0,1,0,0,0,0,0,0,1,0,965000.0
216,1024.0,3.0,1.5,1800.0,1925.0,1452 E 53rd St,0,1,0,0,0,0,0,0,0,1,580000.0
217,1150.0,2.0,1.5,1350.0,1986.0,299 Lamberts Ln,0,0,0,0,0,1,1,0,0,0,470000.0
218,1960.0,6.0,3.0,2500.0,1930.0,1458 84th St,0,1,0,0,0,0,0,0,0,1,1225000.0
219,3300.0,10.0,3.5,2000.0,1920.0,680 Onderdonk Ave,0,0,0,1,0,0,0,0,1,0,998000.0
220,1496.0,3.0,1.5,4558.0,1940.0,2058 Brown St,0,1,0,0,0,0,0,0,0,1,760000.0
221,1300.0,3.0,3.5,1092.0,2005.0,76 Dartmouth Loop,0,0,0,0,0,1,1,0,0,0,675000.0
222,1950.0,4.0,2.0,1950.0,1955.0,1517 85th St,0,1,0,0,0,0,0,0,1,0,1115000.0
223,1296.0,2.0,1.0,1960.0,2002.0,410 Raritan Ave,0,0,0,0,0,1,0,0,0,1,565000.0
224,2400.0,5.0,3.0,3175.0,1920.0,2748 E 21st St,0,1,0,0,0,0,0,0,0,1,875000.0
225,1336.0,4.0,2.5,4000.0,1970.0,44 E Stroud Ave,0,0,0,0,0,1,0,0,0,1,720000.0
226,3500.0,4.0,3.5,5973.0,2020.0,34 Sycamore St,0,0,0,0,0,1,0,0,0,1,1189000.0
227,1356.0,3.0,1.5,4356.0,1930.0,149-18 10th Ave,0,0,0,1,0,0,0,0,0,1,730000.0
228,1400.0,3.0,1.5,2178.0,1931.0,77-04 87th St,0,0,0,0,1,0,0,0,0,1,780000.0
229,1100.0,3.0,1.0,1742.0,1930.0,198-25 33 Ave,0,0,0,0,1,0,0,0,0,1,678000.0
230,1520.0,3.0,1.5,3049.0,1960.0,61-40 Bell Blvd,0,0,0,1,0,0,0,0,0,1,999000.0
231,1696.0,3.0,3.0,2614.0,1920.0,139-10 Whitelaw St,0,0,0,1,0,0,0,0,1,0,830000.0
232,4560.0,4.0,3.5,10454.4096,1988.0,15 Haywood St,0,0,0,0,0,1,0,0,0,1,1315000.0
233,2700.0,5.0,3.5,4085.0,1997.0,27 Savo Loop,0,0,0,0,0,1,0,0,0,1,865000.0
234,1176.0,3.0,1.5,2400.0,1997.0,157 Oakdale St,0,0,0,0,0,1,0,0,0,1,649000.0
235,2594.0,4.0,2.0,3510.0,1899.0,481 Clove Rd,0,0,0,0,0,1,0,0,0,1,650000.0
236,1504.0,3.0,2.5,1938.0,1986.0,245 Corona Ave,0,0,0,0,0,1,0,0,0,1,582999.0
237,728.0,2.0,2.5,4000.0,1955.0,112 Lindbergh Ave,0,0,0,0,0,1,0,0,0,1,600000.0
238,1176.0,3.0,1.5,2415.0,1970.0,92 Bay Ter,0,0,0,0,0,1,0,0,0,1,496000.0
239,4600.0,6.0,4.0,9800.0,2001.0,300 Koch Blvd,0,0,0,0,0,1,0,0,0,1,1575000.0
240,1904.0,3.0,1.5,2860.0,1986.0,420 N Railroad Ave,0,0,0,0,0,1,0,0,0,1,573000.0
241,1800.0,4.0,4.0,2500.0,1930.0,2606 Voorhies Ave,0,1,0,0,0,0,0,0,0,1,1100000.0
242,1631.0,3.0,3.0,2132.0,1945.0,245 Bay 20 St,0,1,0,0,0,0,0,0,1,0,960000.0
243,1912.0,4.0,2.5,2500.0,1989.0,45 Marne Ave,0,0,0,0,0,1,0,0,0,1,630000.0
244,912.0,5.0,3.0,3600.0,1920.0,67 Beacon Ct,0,1,0,0,0,0,0,0,0,1,740000.0
245,1355.0,3.0,2.0,1800.0,1920.0,1114 78th St,0,1,0,0,0,0,0,0,0,1,1041500.0
246,1350.0,3.0,1.5,1170.0,1996.0,35 Eden Ct,0,0,0,0,0,1,1,0,0,0,470000.0
247,1785.0,3.0,3.0,1750.0,1930.0,1960 E 29th St,0,1,0,0,0,0,0,0,0,1,823000.0
248,1472.0,4.0,2.0,7315.0,1899.0,21 Knesel St,0,0,0,0,0,1,0,0,0,1,405000.0
249,3027.0,7.0,4.0,2500.0,1924.0,1858 Bay Ridge Ave,0,1,0,0,0,0,0,0,1,0,1450000.0
250,1000.0,4.0,3.0,3818.0,1989.0,27 White Plains Ave,0,0,0,0,0,1,0,0,0,1,730000.0
251,1408.0,3.0,1.5,1742.0,1960.0,25-30 College Point Blvd,0,0,0,0,1,0,1,0,0,0,660000.0
252,1560.0,4.0,1.5,3049.0,1930.0,93-19 215th Pl,0,0,0,1,0,0,0,0,0,1,565000.0
253,1152.0,3.0,1.5,2178.0,1920.0,89-50 202nd St,0,0,0,1,0,0,0,0,0,1,650000.0
254,1995.0,4.0,3.5,3485.0,1930.0,161-22 28 Ave,0,0,0,1,0,0,0,0,0,1,1230000.0
255,1344.0,3.0,1.0,3600.0,1915.0,130 Kingsley Ave,0,0,0,0,0,1,0,0,0,1,450000.0
256,2024.0,4.0,2.5,5000.0,1950.0,21 David St,0,0,0,0,0,1,0,0,0,1,870000.0
257,1080.0,3.0,2.0,4000.0,1970.0,27 Macon Ave,0,0,0,0,0,1,0,0,0,1,626500.0
258,896.0,4.0,2.0,2542.0,1920.0,9 Sunnymeade Vlg,0,0,0,0,0,1,0,0,0,1,399900.0
259,1282.0,4.0,2.5,1785.0,2010.0,37 Bevy Ct,0,1,0,0,0,0,0,0,1,0,715000.0
260,2365.0,2.0,3.5,1860.0,2006.0,84 Topside Ln,0,0,0,0,0,1,0,0,0,1,745000.0
261,2352.0,4.0,1.5,10018.809200000002,1975.0,312 Detroit Ave,0,0,0,0,0,1,0,0,0,1,975000.0
262,1409.0,3.0,2.5,2146.0,1998.0,264 Rhine Ave,0,0,0,0,0,1,0,0,0,1,620000.0
263,2200.0,4.0,2.5,3957.0,1997.0,38 Nicole Loop,0,0,0,0,0,1,0,0,0,1,938000.0
264,1125.0,3.0,1.0,4560.0,1960.0,114 Peter Ave,0,0,0,0,0,1,0,0,0,1,630000.0
265,2012.0,3.0,2.5,4200.0,1965.0,227 Abingdon Ave,0,0,0,0,0,1,0,0,0,1,720712.0
266,1432.0,3.0,2.5,2000.0,1920.0,1749 E 32nd St,0,1,0,0,0,0,0,0,0,1,755000.0
267,1856.0,3.0,2.5,2400.0,1980.0,184 Braisted Ave,0,0,0,0,0,1,0,0,0,1,690000.0
268,1036.0,3.0,2.0,1670.0,1940.0,3401 Avenue P,0,1,0,0,0,0,0,0,0,1,700000.0
269,1328.0,3.0,1.5,4000.0,1925.0,46 Carlin St,0,0,0,0,0,1,0,0,0,1,565000.0
270,1152.0,2.0,2.0,2900.0,1920.0,1165 63rd St,0,1,0,0,0,0,0,0,0,1,1089900.0
271,4140.0,7.0,4.0,2000.0,1894.0,242 Decatur St,0,1,0,0,0,0,0,0,1,0,2900000.0
272,1184.0,3.0,1.5,1573.0,1935.0,3710 Avenue R,0,1,0,0,0,0,0,0,0,1,650000.0
273,973.0,2.0,2.5,870.0,1995.0,77 Wildwood Ln,0,0,0,0,0,1,1,0,0,0,400000.0
274,1200.0,3.0,2.5,2760.0,1992.0,20 Cambridge Ave,0,0,0,0,0,1,0,0,0,1,648000.0
275,1135.0,2.0,1.0,2800.0,1925.0,41 Beekman St,0,0,0,0,0,1,0,0,0,1,450000.0
276,1092.0,3.0,1.5,6300.0,1960.0,374 Watchogue Rd,0,0,0,0,0,1,0,0,0,1,575000.0
277,1364.0,3.0,2.5,3082.0,2021.0,118 Hope Ave,0,0,0,0,0,1,1,0,0,0,665000.0
278,1378.0,3.0,1.5,2178.0,1920.0,583 E 51st St,0,1,0,0,0,0,0,0,0,1,610000.0
279,2580.0,5.0,3.0,4792.0,1960.0,169-56 24th Rd,0,0,0,0,1,0,0,0,0,1,1407000.0
280,1733.0,5.0,2.5,3920.0,1950.0,36-49 204th St,0,0,0,0,1,0,0,0,1,0,1297000.0
281,3390.0,7.0,5.0,10018.809200000002,1965.0,1800 E 91st St,0,1,0,0,0,0,0,0,1,0,995000.0
282,3372.0,7.0,3.0,1742.0,1905.0,60-66 68th Rd,0,0,0,1,0,0,0,0,1,0,1230000.0
283,3396.0,13.0,4.0,2452.0,1920.0,2854 W 17 St SW,0,1,0,0,0,0,0,0,1,0,999999.0
284,1750.0,3.0,3.5,1395.0,2005.0,23 Junction Ct,0,0,0,0,0,1,1,0,0,0,595000.0
285,1156.0,3.0,3.0,6600.0,1950.0,84 Oceanview Pl,0,0,0,0,0,1,0,0,0,1,742500.0
286,2250.0,5.0,4.0,2500.0,1955.0,1310 62nd St,0,1,0,0,0,0,0,0,0,1,870000.0
287,1472.0,2.0,2.0,4000.0,1930.0,169 Hickory Ave,0,0,0,0,0,1,0,0,0,1,455000.0
288,2495.0,6.0,5.0,5480.0,2006.0,127 Barry St,0,0,0,0,0,1,0,0,0,1,818500.0
289,1452.0,3.0,1.5,900.0,1988.0,230 Timber Ridge Dr,0,0,0,0,0,1,1,0,0,0,395000.0
290,1260.0,3.0,2.5,1920.0,1987.0,49 Oceanic Ave,0,0,0,0,0,1,0,0,0,1,560000.0
291,1188.0,3.0,2.0,4975.0,1950.0,2316 E 64th St,0,1,0,0,0,0,0,0,0,1,825000.0
292,2000.0,6.0,3.0,3060.0,1910.0,253 Clarkson Ave,0,1,0,0,0,0,0,0,1,0,950000.0
293,1400.0,3.0,2.5,2668.0,2000.0,47 Anjali Loop,0,0,0,0,0,1,0,0,0,1,670000.0
294,1900.0,3.0,4.0,2200.0,2003.0,82 Finley Ave,0,0,0,0,0,1,0,0,0,1,660000.0
295,1912.0,3.0,2.0,6000.0,1950.0,36 Seneca Ave,0,0,0,0,0,1,0,0,0,1,560000.0
296,1813.0,3.0,2.0,2233.0,1930.0,2445 E 19th St,0,1,0,0,0,0,0,0,1,0,865000.0
297,1500.0,2.0,1.5,1520.0,1987.0,21 Venus Ln,0,0,0,0,0,1,1,0,0,0,504888.0
298,1152.0,3.0,1.5,2500.0,1960.0,79 Lamport Blvd,0,0,0,0,0,1,0,0,0,1,535000.0
299,1488.0,3.0,2.0,7000.0,1915.0,256 Elm St,0,0,0,0,0,1,0,0,0,1,499999.0
300,672.0,2.0,1.5,5600.0,1950.0,41 Buel Ave,0,0,0,0,0,1,0,0,0,1,499999.0
301,2080.0,3.0,2.0,6500.0,1952.0,284 London Rd,0,0,0,0,0,1,0,0,0,1,685000.0
302,2142.0,3.0,2.0,4521.0,2008.0,32 Mersereau Ave,0,0,0,0,0,1,0,0,0,1,700000.0
303,1273.0,3.0,2.0,1424.0,1945.0,3501 Avenue R,0,1,0,0,0,0,0,0,0,1,780000.0
304,1064.0,3.0,1.5,1800.0,1925.0,1715 E 36th St,0,1,0,0,0,0,0,0,0,1,630000.0
305,1490.0,3.0,2.5,3125.0,1985.0,446 Clifton Ave,0,0,0,0,0,1,0,0,0,1,580000.0
306,1991.0,4.0,2.5,4000.0,1970.0,19 Trent St,0,0,0,0,0,1,0,0,0,1,670000.0
307,2220.0,5.0,4.5,5000.0,2003.0,621 Rockaway St,0,0,0,0,0,1,0,0,0,1,1260000.0
308,2808.0,4.0,2.5,3150.0,1986.0,27 Blythe Pl,0,0,0,0,0,1,0,0,0,1,510000.0
309,2280.0,7.0,4.0,2614.0,1930.0,570 Chester St,0,1,0,0,0,0,0,0,1,0,948000.0
310,1650.0,4.0,2.0,3920.0,1950.0,166-08 21 Rd,0,0,0,0,1,0,0,0,0,1,800000.0
311,1794.0,3.0,3.0,2700.0,1910.0,186 Hatfield Pl,0,0,0,0,0,1,0,0,0,1,470000.0
312,2044.0,4.0,4.0,3100.0,1980.0,142 Alexander Ave,0,0,0,0,0,1,0,0,0,1,675000.0
313,1370.0,4.0,2.5,2317.0,1997.0,26 Bentley Ln,0,0,0,0,0,1,0,0,0,1,649000.0
314,1492.0,4.0,3.5,2656.0,2005.0,20 Santa Monica Ln,0,0,0,0,0,1,0,0,0,1,752000.0
315,1778.0,3.0,2.5,2550.0,1999.0,62 Seguine Loop,0,0,0,0,0,1,0,0,0,1,715000.0
316,2564.0,3.0,3.0,4770.0,1970.0,19 Thurston St,0,0,0,0,0,1,0,0,0,1,910000.0
317,2072.0,3.0,3.0,4096.0,1982.0,62 Lewiston St,0,0,0,0,0,1,0,0,0,1,805000.0
318,850.0,3.0,1.0,1880.0,1935.0,940 Olympia Blvd,0,0,0,0,0,1,0,0,0,1,363000.0
319,1956.0,3.0,2.5,1759.0,1930.0,223 Dahlgren Pl,0,1,0,0,0,0,0,0,0,1,830000.0
320,2100.0,5.0,3.0,2500.0,1930.0,2222 E 24th St,0,1,0,0,0,0,0,0,1,0,1285000.0
321,1984.0,4.0,2.5,5000.0,1970.0,64 Uxbridge St,0,0,0,0,0,1,0,0,0,1,703000.0
322,1500.0,3.0,5.0,2300.0,2006.0,2445 E 69th St,0,1,0,0,0,0,0,0,0,1,735000.0
323,1480.0,3.0,2.5,2305.0,1986.0,112 Arrowood Ct,0,0,0,0,0,1,1,0,0,0,432000.0
324,1300.0,3.0,1.5,2000.0,1925.0,1358 E 65th St,0,1,0,0,0,0,0,0,0,1,652000.0
325,750.0,1.0,1.0,2200.0,1925.0,810 Church Rd,0,0,0,1,0,0,0,0,0,1,281000.0
326,2500.0,5.0,3.0,2000.0,1970.0,1933 Stillwell Ave,0,1,0,0,0,0,0,0,1,0,1350000.0
327,1890.0,3.0,2.5,1584.0,1977.0,246 Grasmere Dr,0,0,0,0,0,1,0,0,0,1,558000.0
328,1188.0,3.0,1.0,1742.0,1950.0,166-64 22 Ave,0,0,0,0,1,0,0,0,0,1,725000.0
329,1328.0,4.0,2.5,2614.0,1920.0,99-06 158th Ave,0,0,0,1,0,0,0,0,0,1,680000.0
330,3511.0,5.0,4.5,5108.0,2015.0,15 Starr Ave,0,0,0,0,0,1,0,0,0,1,1050000.0
331,2700.0,4.0,2.5,5480.0,1970.0,39 Fern Ave,0,0,0,0,0,1,0,0,0,1,880000.0
332,2256.0,3.0,2.5,3800.0,1980.0,27 Sharon Ln,0,0,0,0,0,1,0,0,0,1,885000.0
333,2327.0,3.0,2.5,4326.0,1970.0,157 Paulding Ave,0,0,0,0,0,1,0,0,0,1,830000.0
334,1925.0,3.0,3.5,5500.0,1970.0,124 9th St,0,0,0,0,0,1,0,0,0,1,862000.0
335,1304.0,3.0,1.5,1360.0,1965.0,135 Roman Ave,0,0,0,0,0,1,0,0,0,1,635000.0
336,1176.0,3.0,1.5,2400.0,1997.0,163 Oakdale St,0,0,0,0,0,1,0,0,0,1,630000.0
337,1440.0,3.0,2.0,2400.0,1997.0,22 Winston St,0,0,0,0,0,1,0,0,0,1,579988.0
338,1632.0,4.0,2.5,2000.0,1920.0,1506 Albany Ave,0,1,0,0,0,0,0,0,0,1,720000.0
339,1200.0,3.0,2.0,7020.0,1955.0,4176 Richmond Ave,0,0,0,0,0,1,0,0,0,1,600000.0
340,952.0,3.0,1.0,1300.0,1920.0,4 Chestnut St,0,0,0,0,0,1,0,0,0,1,364000.0
341,1440.0,3.0,1.5,2100.0,1984.0,55 Ironwood St,0,0,0,0,0,1,0,0,0,1,540000.0
342,1404.0,4.0,3.0,4650.0,1965.0,96 Linwood Ave,0,0,0,0,0,1,0,0,0,1,740000.0
343,1938.0,5.0,3.0,1783.0,1940.0,1408 Troy Ave,0,1,0,0,0,0,0,0,1,0,775000.0
344,1216.0,3.0,2.0,2000.0,1940.0,132-29 83rd St,0,0,0,1,0,0,0,0,0,1,630000.0
345,1984.0,4.0,2.5,4050.0,1982.0,353 Great Kills Rd,0,0,0,0,0,1,0,0,0,1,760000.0
346,1144.0,3.0,2.0,40075.236800000006,1960.0,14 McLaughlin St,0,0,0,0,0,1,0,0,0,1,650000.0
347,780.0,3.0,1.0,2000.0,1925.0,192 Kiswick St,0,0,0,0,0,1,0,0,0,1,350000.0
348,1800.0,3.0,2.0,3600.0,1987.0,2966 Gerritsen Ave,0,1,0,0,0,0,0,0,1,0,720000.0
349,1452.0,2.0,1.0,5300.0,1945.0,91 Tuckahoe Ave,0,0,0,0,0,1,0,0,0,1,525000.0
350,864.0,3.0,2.0,4000.0,1950.0,144 Jefferson Ave,0,0,0,0,0,1,0,0,0,1,550000.0
351,1350.0,3.0,2.5,1848.0,1997.0,21 Bentley Ln,0,0,0,0,0,1,0,0,0,1,610000.0
352,1645.0,3.0,2.5,1500.0,2020.0,75 Rome Ave,0,0,0,0,0,1,0,0,0,1,625000.0
353,1600.0,4.0,2.0,2000.0,1925.0,944 E 28th St,0,1,0,0,0,0,0,0,0,1,775000.0
354,1380.0,3.0,1.5,2300.0,1965.0,122 Maybury Ave,0,0,0,0,0,1,0,0,0,1,595000.0
355,1360.0,3.0,2.0,2808.0,1985.0,434 Clifton Ave,0,0,0,0,0,1,0,0,0,1,485000.0
356,1153.0,3.0,2.0,3920.0,1950.0,136-13 243rd St,0,0,0,1,0,0,0,0,0,1,600000.0
357,2244.0,5.0,3.5,3920.0,2009.0,147-24 21st Ave,0,0,0,1,0,0,0,0,1,0,1370000.0
358,1428.0,3.0,2.5,2614.0,1920.0,61-51 56th Dr,0,0,0,1,0,0,0,0,1,0,915000.0
359,1552.0,3.0,2.0,3049.0,1920.0,219-28 138th Rd,0,0,0,0,1,0,0,0,0,1,580000.0
360,1435.0,3.0,1.5,2880.0,2017.0,23 Neutral Ave,0,0,0,0,0,1,0,0,0,1,560000.0
361,2390.0,3.0,1.5,2475.0,1985.0,658 Travis Ave,0,0,0,0,0,1,0,0,0,1,768000.0
362,1600.0,3.0,2.5,2509.0,1997.0,296 Candon Ave,0,0,0,0,0,1,0,0,0,1,665000.0
363,1292.0,3.0,4.5,1620.0,1986.0,51 Locust Ct,0,0,0,0,0,1,0,0,0,1,505000.0
364,1800.0,3.0,3.5,2516.0,1990.0,1212 S Railroad Ave,0,0,0,0,0,1,0,0,0,1,660000.0
365,1400.0,3.0,1.5,1230.0,1993.0,21 Deborah Loop,0,0,0,0,0,1,1,0,0,0,490000.0
366,1940.0,3.0,2.5,2800.0,1995.0,44 Notus Ave,0,0,0,0,0,1,1,0,0,0,620000.0
367,2839.0,4.0,4.0,2298.0,1984.0,24 Cottonwood Ct,0,0,0,0,0,1,0,0,0,1,680000.0
368,1440.0,3.0,1.5,2400.0,1930.0,1831 E 38th St,0,1,0,0,0,0,0,0,0,1,785000.0
369,1600.0,3.0,1.5,3741.0,1980.0,908 Stafford Ave,0,0,0,0,0,1,0,0,0,1,760000.0
370,1524.0,3.0,2.0,1600.0,1935.0,2616 Avenue V,0,1,0,0,0,0,0,0,0,1,782000.0
371,1500.0,3.0,2.0,1242.0,1991.0,222 Norway Ave,0,0,0,0,0,1,1,0,0,0,635000.0
372,2230.0,4.0,2.0,3870.0,1970.0,264 Getz Ave,0,0,0,0,0,1,0,0,0,1,690000.0
